date,job_title,organization,experience,max_experience,quantity_required,salary,gender,deadline,how_to_apply,tags,category,raw_text
2025-02-10 07:25:51+00:00,#defense_ministry_of_health,Defense Ministry Of Health,0,0,2.0,8474.0,both,2025-02-14,In person,"#defense_ministry_of_health, #health_care, #Addis_Ababa, #0_years",Healthcare,"#defense_ministry_of_health
#health_care
#Addis_Ababa
Quanitity Required: 2
Minimum Years Of Experience: #0_years
Salary: 8474.00
Deadline: February 14, 2025
@hahujobs | @hahujobs_bot"
2025-02-10 07:23:11+00:00,#defense_ministry_of_health,Defense Ministry Of Health,0,0,2.0,8474.0,both,2025-02-14,In person,"#defense_ministry_of_health, #health_care, #Addis_Ababa, #0_years",Healthcare,"#defense_ministry_of_health
#health_care
#Addis_Ababa
Quanitity Required: 2
Minimum Years Of Experience: #0_years
Salary: 8474.00
Deadline: February 14, 2025
@hahujobs | @hahujobs_bot"
2025-02-10 07:19:38+00:00,Items Collector,Euphoria Trading P L C,0,0,1.0,6000.0,Male candidate only,2025-02-20,Apply through HaHuJobs telegram bot https://t.me/hahujobs_bot. For further information contact Tel. +251911274958,"#euphoria_trading_p_l_c, #business, #Addis_Ababa, #0_years",,"Items Collector
#euphoria_trading_p_l_c
#business
#Addis_Ababa
Collect each given order by the company
Required Gender: Male candidate only
Requirements:
- Candidate will be in contact with items of different value so surety is mandatory
- Candidates surety person must have property of his/her own or a government job
- Sales must use any means of transport to collect the items 
- All cost of transport will be covered by the company
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Salary: 6000.00
Deadline: February 20, 2025
How To Apply: Apply through HaHuJobs telegram bot https://t.me/hahujobs_bot. For further information contact Tel. +251911274958
@hahujobs | @hahujobs_bot"
2025-02-10 07:12:01+00:00,Walk Behind Operator,Yencomad Construction Plc,0,0,5.0,,both,2025-02-14,"Submit your non-returnable application and CV along with supporting documents in person to Yencomand Construction located at the back of Dembele city center Human Resource team, For further information contact Tel: +251115533766","#yencomad_construction_plc, #low_and_medium_skilled_worker, #Addis_Ababa, #0_years",,"Walk Behind Operator
#yencomad_construction_plc
#low_and_medium_skilled_worker
#Addis_Ababa
TVET 10+3 or Diploma in Automechanic, Automotive, or in a related field of study
Quanitity Required: 5
Minimum Years Of Experience: #0_years
Deadline: February 14, 2025
How To Apply: Submit your non-returnable application and CV along with supporting documents in person to Yencomand Construction located at the back of Dembele city center Human Resource team, For further information contact Tel: +251115533766
@hahujobs | @hahujobs_bot"
2025-02-10 07:10:41+00:00,#defense_ministry_of_health,Defense Ministry Of Health,0,0,10.0,8474.0,both,2025-02-14,In person,"#defense_ministry_of_health, #health_care, #Addis_Ababa, #0_years",Healthcare,"#defense_ministry_of_health
#health_care
#Addis_Ababa
Quanitity Required: 10
Minimum Years Of Experience: #0_years
Salary: 8474.00
Deadline: February 14, 2025
@hahujobs | @hahujobs_bot"
2025-02-10 07:08:01+00:00,#defense_ministry_of_health,Defense Ministry Of Health,0,0,2.0,8474.0,both,2025-02-14,In person,"#defense_ministry_of_health, #health_care, #Addis_Ababa, #0_years",Healthcare,"#defense_ministry_of_health
#health_care
#Addis_Ababa
Quanitity Required: 2
Minimum Years Of Experience: #0_years
Salary: 8474.00
Deadline: February 14, 2025
@hahujobs | @hahujobs_bot"
2025-02-10 07:05:31+00:00,#defense_ministry_of_health,Defense Ministry Of Health,0,0,1.0,11634.0,both,2025-02-14,In person,"#defense_ministry_of_health, #health_care, #Addis_Ababa, #0_years",Healthcare,"#defense_ministry_of_health
#health_care
#Addis_Ababa
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Salary: 11634.00
Deadline: February 14, 2025
@hahujobs | @hahujobs_bot"
2025-02-10 07:04:21+00:00,Customer Service Officer -II,Abay Bank,0,0,1.0,,both,2025-02-14,Apply using the provided link below,"#abay_bank, #business, #Addis_Ababa, #0_years",,"Customer Service Officer -II
#abay_bank
#business
#Addis_Ababa
BA Degree in Management, Business Administration, Accounting, Banking & Finance, Accounting & Finance, Economics, Marketing or in a related field of study with CGPA of 2.5 and above for female & 2.75 and above for male
Place of Work: Branches
Age: 18-28 years old
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Deadline: February 14, 2025
How To Apply: Apply using the provided link below
@hahujobs | @hahujobs_bot"
2025-02-10 06:59:41+00:00,Junior Welder,Yencomad Construction Plc,0,0,7.0,,both,2025-02-14,"Submit your application letter in person to Human Resource Team No. 9, located at the back of dembel city center. For more information contact Tel. +251115533766","#yencomad_construction_plc, #low_and_medium_skilled_worker, #Alem_Gena, #0_years",,"Junior Welder
#yencomad_construction_plc
#low_and_medium_skilled_worker
#Alem_Gena
Diploma in Welding Technology or in a related field of study
Quanitity Required: 7
Minimum Years Of Experience: #0_years
Deadline: February 14, 2025
How To Apply: Submit your application letter in person to Human Resource Team No. 9, located at the back of dembel city center. For more information contact Tel. +251115533766
@hahujobs | @hahujobs_bot"
2025-02-10 06:37:21+00:00,Generator Operator,Yencomad Construction Plc,0,0,5.0,,both,2025-02-14,"Submit your non-returnable application and CV along with supporting documents in person to Yencomand Construction located at the back of Dembele city center Human Resource team, For further information contact Tel: +251115533766","#yencomad_construction_plc, #low_and_medium_skilled_worker, #Addis_Ababa, #0_years",,"Generator Operator
#yencomad_construction_plc
#low_and_medium_skilled_worker
#Addis_Ababa
TVET 10+3 or Diploma in Automechanic, Automotive, or in a related field of study
Quanitity Required: 5
Minimum Years Of Experience: #0_years
Deadline: February 14, 2025
How To Apply: Submit your non-returnable application and CV along with supporting documents in person to Yencomand Construction located at the back of Dembele city center Human Resource team, For further information contact Tel: +251115533766
@hahujobs | @hahujobs_bot"
2025-02-10 06:20:31+00:00,Cleaner/Messenger,The United Insurance Company,0,1,1.0,,both,2025-02-14,"Submit your non-returnable application and CV along with supporting documents in person to the Hibret Insurance, Human Capital & Property Management located at Tewodros Square Hibret Insurance Building 9th floor","#the_united_insurance_company, #low_and_medium_skilled_worker, #Addis_Ababa, #0_years, #1_years",,"Cleaner/Messenger
#the_united_insurance_company
#low_and_medium_skilled_worker
#Addis_Ababa
Completion of 10th Grade with relevant work experience
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #1_years
Deadline: February 14, 2025
How To Apply: Submit your non-returnable application and CV along with supporting documents in person to the Hibret Insurance, Human Capital & Property Management located at Tewodros Square Hibret Insurance Building 9th floor
@hahujobs | @hahujobs_bot"
2025-02-10 06:19:51+00:00,Junior Customer Service Specialist,Enat Bank,0,0,1.0,,both,2025-02-14,Apply using the provided link below. For further information contact Tel. +251115522835,"#enat_bank, #finance, #Addis_Ababa, #0_years",Finance,"Junior Customer Service Specialist
#enat_bank
#finance
#Addis_Ababa
Bachelor's Degree in Accounting, Banking & Insurance, Banking and Finance, Management, Business Administration or in a related field of study with a GPA of 3.00
Exit Exam is required
Age: less than 25
Duties & Responsibilities:
- Receives and delivers physical cash from and to Cash Administrator
- Collects and validates original Payment Instruments against the System.
- Issues and signs Payment Instruments
- Verifies and Validates DRS incoming transfers
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Deadline: February 14, 2025
How To Apply: Apply using the provided link below. For further information contact Tel. +251115522835
@hahujobs | @hahujobs_bot"
2025-02-10 05:26:40+00:00,Branch Coordinator / Sales and Marketing,Fast Time Express,0,0,10.0,,both,2025-02-22,Submit your application and CV with supporting documents via email: fasttimeexpress2023@gmail.com,"#fast_time_express, #business, #Gambela, #Gondar, #Jimma, #Semera, #Kombolcha, #Jijiga, #Hawassa, #Dire_Dawa, #Nekemte, #Dessie, #0_years",,"Branch Coordinator / Sales and Marketing 
#fast_time_express
#business
#Gambela | #Gondar | #Jimma | #Semera | #Kombolcha | #Jijiga | #Hawassa | #Dire_Dawa | #Nekemte | #Dessie
Diploma in a related field of study with relevant work experience (Previous Experience in Delivery or logistics is a plus)
Duties & Responsibilites:
- Supervise and coordinate daily operations to ensure smooth workflow.
- Manage branch staff, assign tasks, and monitor performance.
- Ensure compliance with company policies, safety regulations, and industry standards.
- Identify potential clients and generate new business opportunities.
- Develop and maintain relationships with existing customers.
- Meet or exceed sales targets by promoting company products/services.
Required Skills:
- Customer Handling
- Logistics Knowledge of town
- Marketing Skills
- Problem-solving
- Ability to handle hard and stressful situations
- Ability to Work independently based on company standards
Quanitity Required: 10
Minimum Years Of Experience: #0_years
Deadline: February 22, 2025
How To Apply: Submit your application and CV with supporting documents via email: fasttimeexpress2023@gmail.com 
Note: Write your Location Town in the Subject line
@hahujobs | @hahujobs_bot"
2025-02-10 05:16:21+00:00,Internship (Paid),Minaye Plc,0,1,10.0,,both,2025-02-15,"Submit your CV, application letter, and relevant supporting documents via email: hcminaye@gmail.com For Further Information Contact: Tel. +251113728667 / +251113728668 / +251113728669","#minaye_plc, #business, #Addis_Ababa, #0_years, #1_years",,"Internship (Paid)
#minaye_plc
#business
#Addis_Ababa
Bachelor's Degree in any Business related field of study
Possible Job Advancement Opportunity: Exceptional interns may be considered for permanent positions based on performance and organizational needs.
Duties & Responsibilities:
- Collect, document and assess business requirements in close collaboration with internal and external stakeholders
- Identify potential clients, establish new prospective client relationships and drive new revenue for the company
- Serves as a launch point for exploring multiple areas and opportunities in our rapidly growing startup.
Quanitity Required: 10
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #1_years
Deadline: February 15, 2025
How To Apply: Submit your CV, application letter, and relevant supporting documents via email: hcminaye@gmail.com For Further Information Contact: Tel. +251113728667 / +251113728668 / +251113728669
N.B Indicate the position as ""Internship"" in the subject line of your email
@hahujobs | @hahujobs_bot"
2025-02-10 05:11:09+00:00,Junior Purchaser,Minaye Plc,0,1,5.0,,both,2025-02-15,In person,"#minaye_plc, #business, #Addis_Ababa, #0_years, #1_years",,"Junior Purchaser
#minaye_plc
#business
#Addis_Ababa
Bachelor's Degree in Accounting & Finance, Business Administration, or in a related field of study with relevant work experience.
Work place: Torhailoch
Duties & Responsibilities:
- Assist in sourcing and procuring goods and services as per company requirements.
- Communicate with suppliers to negotiate terms, prices, and delivery schedules.
- Maintain accurate records of purchases, pricing, and inventory levels.
- Collaborate with other departments to ensure timely delivery of materials.
- Monitor market trends and research potential new suppliers.
Quanitity Required: 5
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #1_years
Deadline: February 15, 2025
@hahujobs | @hahujobs_bot"
2025-02-08 06:18:14+00:00,Nurse,Rapha Physiotherapy Center,0,0,1.0,,both,2025-02-17,Submit your CV via email: raphaphysiotherapycenter@gmail.com,"#rapha_physiotherapy_center, #health_care, #Addis_Ababa, #0_years",Healthcare,"Nurse 
#rapha_physiotherapy_center
#health_care
#Addis_Ababa
Bachelor's Degree in Nursing or in a related field of study
Job Type: Full-time (has Night shifts and day offs)
Duties & Responsibilites:
- Provide patient care under the direction of a physiotherapist
- Assist with treatment plans and procedures
- Maintain accurate patient records
- Collaborate with a multidisciplinary team
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Deadline: February 17, 2025
How To Apply: Submit your CV via email: raphaphysiotherapycenter@gmail.com
Note: Given the work hours for ease of transportation, we prefer candidates who live within a reasonable distance of our clinic in CMC Michael.
@hahujobs | @hahujobs_bot"
2025-02-07 10:53:47+00:00,Operation and Logistic coordinator,Andemamma Manufacturing Plc,0,0,3.0,,both,2025-03-07,Apply using the provided link below or submit your CV via email: michaele10haile@gmail.com,"#andemamma_manufacturing_plc, #business, #Addis_Ababa, #0_years",,"Operation and Logistic coordinator
#andemamma_manufacturing_plc
#business
#Addis_Ababa
Bachelor's Degree in Management, Logistics and Supply Chain Management or in a related field of study with relevant work experience
Duties & Responsiblites:
- Operations Support and Coordination
- Process Optimization
- Communication and Collaboration
- Project Management Support
- Logistics and Inventory Management
Required Skills:
- Organizational Skills: Strong ability to multitask, prioritize, and manage time effectively in a fast-paced environment.
- Communication Skills: Excellent verbal and written communication skills, with the ability to collaborate across teams and interact with stakeholders at all levels.
- Problem-Solving: Ability to identify issues, troubleshoot problems, and find practical solutions quickly.
- Attention to Detail: Strong focus on accuracy and detail when managing schedules, data, and operational processes.
Quanitity Required: 3
Minimum Years Of Experience: #0_years
Deadline: March 7, 2025
How To Apply: Apply using the provided link below or submit your CV via email: michaele10haile@gmail.com
@hahujobs | @hahujobs_bot"
2025-02-07 10:21:31+00:00,Junior People and Administration Officer,Dodai Manufacturing,0,1,1.0,,both,2025-02-20,Apply using the provided link below,"#dodai_manufacturing, #business, #Addis_Ababa, #0_years, #1_years",,"Junior People and Administration Officer
#dodai_manufacturing
#business
#Addis_Ababa
Bachelor's Degree in Business fields such as Management, HR, Business Administration, or in a related field of study with relevant work experience
Duties & Responsibilities:
- Maintaining physical and digital personnel records like employment contracts and other documents as per the employee records checklist provided
- Update internal databases as well as finance team with new hire information
- Gather necessary payroll data like TIN number, bank accounts and working days of new employees and provide regular report to the finance department in time for salary payment
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #1_years
Deadline: February 20, 2025
How To Apply: Apply using the provided link below 
@hahujobs | @hahujobs_bot"
2025-02-07 08:42:17+00:00,Junior Sales Officer,Boss Paint Factory,0,3,1.0,,both,2025-02-17,Submit your application and CV with supporting documents via email:  sintelekulu2014@gmail.com,"#boss_paint_factory, #business, #Addis_Ababa, #0_years, #3_years",,"Junior Sales Officer
#boss_paint_factory
#business
#Addis_Ababa
Bachelor's Degree in Marketing Management or in a related field of study with relevant work experience
Duties & Responsibilites:
- Generate leads and build a strong customer base through proactive door-to-door sales efforts.
- Engage with potential clients, understand their needs, and present compelling elevator solutions.
- Find new business opportunities and answer incoming proposal requests;
- Contribute to a positive and collaborative team environment
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #3_years
Deadline: February 17, 2025
How To Apply: Submit your application and CV with supporting documents via email:  sintelekulu2014@gmail.com
@hahujobs | @hahujobs_bot"
2025-02-07 06:55:09+00:00,Outdoor Sales,Andemamma Manufacturing Plc,0,0,5.0,,both,2025-03-06,Apply using the provided link below or submit your CV via email: michaele10haile@gmail.com,"#andemamma_manufacturing_plc, #business, #Addis_Ababa, #0_years",,"Outdoor Sales
#andemamma_manufacturing_plc
#business
#Addis_Ababa
Bachelor's Degree or Diploma in Marketing and Salesmanship, Marketing or in a related field of study
Duties & Responsibilites:
- Responsible for marketing our projects, service and products
- Conducting outdoor activities, and promoting our brand to potential suppliers and customers
Required Skills:
- Strong marketing and sales skills
- Knowledge of marketing strategies and techniques
Excellent communication and interpersonal skills
Quanitity Required: 5
Minimum Years Of Experience: #0_years
Deadline: March 6, 2025
How To Apply: Apply using the provided link below or submit your CV via email: michaele10haile@gmail.com
@hahujobs | @hahujobs_bot"
2025-02-06 10:24:01+00:00,Junior/Graduate Level- Project Assistant,Construction Solution Plc,0,0,3.0,,both,2025-02-19,"Submit your application letter in person o Construction Solutions PLC, Located at Meskel Flower to Wollo Sefer Street (Ethio China Road), Martereza Building 3rd Floor, Office Number 301 or via email: reachconsol2023@gmail.com. For further information contact Tel. +251114700452 / +251118224009","#construction_solution_plc, #business, #Addis_Ababa, #0_years",,"Junior/Graduate Level- Project Assistant
#construction_solution_plc
#business
#Addis_Ababa
Duties and Responsibilities:
- Assist with different document preparation
- Helping with project documentation under close supervision
Quanitity Required: 3
Minimum Years Of Experience: #0_years
Deadline: February 19, 2025
How To Apply: Submit your application letter in person o Construction Solutions PLC, Located at Meskel Flower to Wollo Sefer Street (Ethio China Road), Martereza Building 3rd Floor, Office Number 301 or via email: reachconsol2023@gmail.com. For further information contact Tel. +251114700452 / +251118224009
@hahujobs | @hahujobs_bot"
2025-02-06 07:51:11+00:00,Tyre Person,B And C Aluminum P L C,0,2,1.0,,both,2025-02-20,"Submit your non-returnable application and CV along with supporting documents in person to the head office building located at the junction to Kotebe Kidane Mihret church adjacent to Commercial Bank of Ethiopia, on 3rd-floor room No. 306 or via email: bandcaluminumhr@gmail.com","#b_and_c_aluminum_p_l_c, #low_and_medium_skilled_worker, #Addis_Ababa, #0_years, #2_years",,"Tyre Person
#b_and_c_aluminum_p_l_c
#low_and_medium_skilled_worker
#Addis_Ababa
Completion of 10th Grade or  College certificate in Auto Mechanic, General mechanic or in a related field of study with relevant work experience
Duties & Responsibilities:
- Inspect vehicles tyres for wear, damage, and Proper inflation. Perform tyre repairs, including patches and plugging
- Replace worn or damaged tyre with new ones
- Rotate tyres to promote even wear. Maintain accurate records of all tyre service performed
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #2_years
Deadline: February 20, 2025
How To Apply: Submit your non-returnable application and CV along with supporting documents in person to the head office building located at the junction to Kotebe Kidane Mihret church adjacent to Commercial Bank of Ethiopia, on 3rd-floor room No. 306 or via email: bandcaluminumhr@gmail.com
@hahujobs | @hahujobs_bot"
2025-02-06 06:16:22+00:00,#nova_business_group,Nova Business Group,0,3,1.0,,both,2025-02-15,In person,"#nova_business_group, #creative_arts, #Addis_Ababa, #0_years, #3_years",,"#nova_business_group
#creative_arts
#Addis_Ababa
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #3_years
Deadline: February 15, 2025
@hahujobs | @hahujobs_bot"
2025-02-05 17:38:51+00:00,Junior Brewing Operator,United Beverages Sc,0,2,1.0,,both,2025-02-12,Submit your CV and cover letter via email: HR@ubethiopia.com or in person to the Modjo HR office,"#united_beverages_sc, #engineering, #Mojo, #0_years, #2_years",Engineering,"Junior Brewing Operator
#united_beverages_sc
#engineering
#Mojo
Bachelor's Degree in Food & Science Engineering, Chemical Engineering or in a related field of study with relevant work experience
Duties & Responsiblites:
- Support the beer production process as per brewer instructions, from the entry of malt up to the connection of BBT to bottling, and keep all equipment and production area clean and tidy Strictly follow safety rules and use of recommended PPE.
- Operate brewing equipment safely and efficiently.
- Complete all necessary records accurately and on time and record all irregularities in a logbook.
- Take respective samples as per brewer instruction.
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #2_years
Deadline: February 12, 2025
How To Apply: Submit your CV and cover letter via email: HR@ubethiopia.com or in person to the Modjo HR office
@hahujobs | @hahujobs_bot"
2025-02-05 14:19:56+00:00,Junior Site Engineer,Ethiopian Engineering Corporation,0,0,2.0,,both,2025-02-12,Apply using the provided link below,"#ethiopian_engineering_corporation, #engineering, #Addis_Ababa, #0_years",Engineering,"Junior Site Engineer
#ethiopian_engineering_corporation
#engineering
#Addis_Ababa
Bachelor's Degree in Civil Engineering, COTM or in a related field of study with a CGPA 3.00 and Above
Duties and Responsibilites:
- Responsible for executing & implementing technical documents, drawings & quality, safety, and site supervision.
- Works under the direct command and management of an Engineers/Managers.
- Establish and maintain strong working relationship with internal and external stakeholders, design team, authorities, utilities and associated organizations.
Quanitity Required: 2
Minimum Years Of Experience: #0_years
Deadline: February 12, 2025
How To Apply: Apply using the provided link below
Use Vacancy Code: Hahu Jr. Site Engineer 001/2025
@hahujobs | @hahujobs_bot"
2025-02-05 12:39:21+00:00,#prominent_engineering_solutions_plc,Prominent Engineering Solutions Plc,0,0,8.0,,both,2025-02-15,In person,"#prominent_engineering_solutions_plc, #low_and_medium_skilled_worker, #Addis_Ababa, #0_years",,"#prominent_engineering_solutions_plc
#low_and_medium_skilled_worker
#Addis_Ababa
Quanitity Required: 8
Minimum Years Of Experience: #0_years
Deadline: February 15, 2025
@hahujobs | @hahujobs_bot"
2025-02-05 12:29:31+00:00,#prominent_engineering_solutions_plc,Prominent Engineering Solutions Plc,0,0,10.0,,both,2025-02-15,In person,"#prominent_engineering_solutions_plc, #engineering, #Addis_Ababa, #0_years",Engineering,"#prominent_engineering_solutions_plc
#engineering
#Addis_Ababa
BSc Degree in a related field of study
Quanitity Required: 10
Minimum Years Of Experience: #0_years
Deadline: February 15, 2025
@hahujobs | @hahujobs_bot"
2025-02-05 11:36:31+00:00,Junior Nurse,Mcm General Hospital,0,2,4.0,,both,2025-02-10,"Submit your resume, cover letter and academic and work credentials in person to MCM CSH (Korean Hospital) Human Resource Department. For additional information contact Tel.+251911478222/+251911635585/+251911109069","#mcm_general_hospital, #health_care, #0_years, #2_years",Healthcare,"Junior Nurse
#mcm_general_hospital
#health_care
BSc Degree in Nursing or in a related field of study with relevant work experience
Quanitity Required: 4
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #2_years
Deadline: February 10, 2025
How To Apply: Submit your resume, cover letter and academic and work credentials in person to MCM CSH (Korean Hospital) Human Resource Department. For additional information contact Tel.+251911478222/+251911635585/+251911109069
@hahujobs | @hahujobs_bot"
2025-02-05 08:39:51+00:00,Special Needs Education Teacher,Bonafide School,0,0,2.0,,both,2025-02-09,"Submit your non-returnable application and CV along with supporting documents in person to the administration and finance office located at Hawassa Industrial Zone Street, 200 Meters from the main asplat on the way to BNB Condominium or via email: destakebede74@gmail.com, For further information contact Tel:+251930384354/+251930384704/+251422127448/+251422127448/+251422127452","#bonafide_school, #education, #0_years",Education,"Special Needs Education Teacher
#bonafide_school
#education
BA Degree in Special Need Education or in a related field of study
Quanitity Required: 2
Minimum Years Of Experience: #0_years
Deadline: February 9, 2025
How To Apply: Submit your non-returnable application and CV along with supporting documents in person to the administration and finance office located at Hawassa Industrial Zone Street, 200 Meters from the main asplat on the way to BNB Condominium or via email: destakebede74@gmail.com, For further information contact Tel:+251930384354/+251930384704/+251422127448/+251422127448/+251422127452
@hahujobs | @hahujobs_bot"
2025-02-05 08:37:21+00:00,Assistant Teachers,Bonafide School,0,0,2.0,,both,2025-02-09,"Submit your non-returnable application and CV along with supporting documents in person to the administration and finance office located at Hawassa Industrial Zone Street, 200 Meters from the main aspaltt on the way to BNB Condominium or via email: destakebede74@gmail.com, For further information contact Tel:+251930384354/+251930384704/+251422127448/+251422127448/+251422127452","#bonafide_school, #creative_arts, #Hawassa, #0_years",,"Assistant Teachers
#bonafide_school
#creative_arts
#Hawassa
Bachelor's Degree in a related field of study
Quanitity Required: 2
Minimum Years Of Experience: #0_years
Deadline: February 9, 2025
How To Apply: Submit your non-returnable application and CV along with supporting documents in person to the administration and finance office located at Hawassa Industrial Zone Street, 200 Meters from the main aspaltt on the way to BNB Condominium or via email: destakebede74@gmail.com, For further information contact Tel:+251930384354/+251930384704/+251422127448/+251422127448/+251422127452
@hahujobs | @hahujobs_bot"
2025-02-05 08:30:41+00:00,#yencomad_construction_plc,Yencomad Construction Plc,0,0,2.0,,both,2025-02-07,In person,"#yencomad_construction_plc, #low_and_medium_skilled_worker, #Addis_Ababa, #0_years",,"#yencomad_construction_plc
#low_and_medium_skilled_worker
#Addis_Ababa
Quanitity Required: 2
Minimum Years Of Experience: #0_years
Deadline: February 7, 2025
@hahujobs | @hahujobs_bot"
2025-02-05 08:27:31+00:00,#yencomad_construction_plc,Yencomad Construction Plc,0,0,2.0,,both,2025-02-07,In person,"#yencomad_construction_plc, #low_and_medium_skilled_worker, #Addis_Ababa, #0_years",,"#yencomad_construction_plc
#low_and_medium_skilled_worker
#Addis_Ababa
Quanitity Required: 2
Minimum Years Of Experience: #0_years
Deadline: February 7, 2025
@hahujobs | @hahujobs_bot"
2025-02-05 06:16:51+00:00,Lab technician,Bonafide School,0,0,2.0,,both,2025-02-10,"Submit your non-returnable application and CV along with supporting documents in person to the administration and finance office located at Hawassa Industrial Zone Street, 200 Meters from the main asplat on the way to BNB Condominium or via email: destakebede74@gmail.com, For further information contact Tel:+251930384354/+251930384704/+251422127448/+251422127448/+251422127452","#bonafide_school, #natural_science, #Addis_Ababa, #0_years",,"Lab technician
#bonafide_school
#natural_science
#Addis_Ababa
Bachelor's Degree in Chemistry or in a related field of study
Quanitity Required: 2
Minimum Years Of Experience: #0_years
Deadline: February 10, 2025
How To Apply: Submit your non-returnable application and CV along with supporting documents in person to the administration and finance office located at Hawassa Industrial Zone Street, 200 Meters from the main asplat on the way to BNB Condominium or via email: destakebede74@gmail.com, For further information contact Tel:+251930384354/+251930384704/+251422127448/+251422127448/+251422127452
@hahujobs | @hahujobs_bot"
2025-02-04 18:59:41+00:00,#tabor_ceramic_products_sc,Tabor Ceramic Products Sc,0,0,2.0,,both,2025-02-13,In person,"#tabor_ceramic_products_sc, #business, #Addis_Ababa, #0_years",,"#tabor_ceramic_products_sc
#business
#Addis_Ababa
Quanitity Required: 2
Minimum Years Of Experience: #0_years
Deadline: February 13, 2025
@hahujobs | @hahujobs_bot"
2025-02-04 18:28:43+00:00,#swiss_diagnostics_ethiopia,Swiss Diagnostics Ethiopia,0,1,1.0,,both,2025-02-12,In person,"#swiss_diagnostics_ethiopia, #low_and_medium_skilled_worker, #Addis_Ababa, #0_years, #1_years",,"#swiss_diagnostics_ethiopia
#low_and_medium_skilled_worker
#Addis_Ababa
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #1_years
Deadline: February 12, 2025
@hahujobs | @hahujobs_bot"
2025-02-04 18:05:11+00:00,#defense_construction_materials_production_enterprise_dcmme,Defense Construction Materials Production Enterprise Dcmme,0,3,1.0,7867.0,both,2025-02-13,In person,"#defense_construction_materials_production_enterprise_dcmme, #engineering, #Addis_Ababa, #0_years, #3_years",Engineering,"#defense_construction_materials_production_enterprise_dcmme
#engineering
#Addis_Ababa
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #3_years
Salary: 7867.00
Deadline: February 13, 2025
@hahujobs | @hahujobs_bot"
2025-02-04 12:58:39+00:00,Sales (Real Estate),Dema Hope Trading Plc,0,1,1.0,,both,2025-03-06,"Apply using the provided link below or submit your CV and work experience in person to the Office located around Signal, Denberua Hospital at Dema Hope Prime Tower. For further information contact Tel. +251965397474 / +251965527474","#dema_hope_trading_plc, #business, #Addis_Ababa, #0_years, #1_years",,"Sales (Real Estate)
#dema_hope_trading_plc
#business
#Addis_Ababa
Bachelor's Degree in Marketing or in a related field of study with relevant work experience and proven track record of meeting or exceeding sales targets and experience in real estate as a Sales Representative or Sales Consultant or Sales Officer
Duties & Responsibilites:
- Build and maintain relationships with potential clients, effectively promoting the company's properties and services
- Conduct property viewings and provide accurate and detailed information to clients
- Actively engage in sales activities, including cold calling, networking, and attending industry events
- Negotiate and close sales deals in a professional and timely manner
- Stay updated with industry trends, market conditions, and competitors' activities to effectively position the company's offerings
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Maximum Years Of Experience: #1_years
Deadline: March 6, 2025
How To Apply: Apply using the provided link below or submit your CV and work experience in person to the Office located around Signal, Denberua Hospital at Dema Hope Prime Tower. For further information contact Tel. +251965397474 / +251965527474
@hahujobs | @hahujobs_bot"
2025-02-04 12:45:41+00:00,Procurement Assistant,Tsemex Global Enterprise Plc,0,0,1.0,,both,2025-02-11,"Submit your CV and copy of non-returnable relevant academic credentials, work experience, renewed professional License, application, and supporting documents in person to the Office located next to flinstone Building, A.I.A Business Center, 4th Floor, Ethiopia Addis Ababa","#tsemex_global_enterprise_plc, #business, #Addis_Ababa, #0_years",,"Procurement Assistant
#tsemex_global_enterprise_plc
#business
#Addis_Ababa
Bachelor's Degree in Business Administration, Management, Supply and Logistics or in a related field with a CGPA of 3.8 and above
Quanitity Required: 1
Minimum Years Of Experience: #0_years
Deadline: February 11, 2025
How To Apply: Submit your CV and copy of non-returnable relevant academic credentials, work experience, renewed professional License, application, and supporting documents in person to the Office located next to flinstone Building, A.I.A Business Center, 4th Floor, Ethiopia Addis Ababa
@hahujobs | @hahujobs_bot"
